iter	Accuracy	Logloss
229	0.9735799207	0.1127356342
230	0.9749009247	0.1119569727
231	0.9762219287	0.1108870984
232	0.9788639366	0.1101342856
233	0.9788639366	0.1100702022
234	0.9788639366	0.1099976999
235	0.9801849406	0.109126631
236	0.9801849406	0.1066848523
237	0.9801849406	0.106674829
238	0.9801849406	0.1059773031
239	0.9815059445	0.1050965922
240	0.9815059445	0.1043006184
241	0.9815059445	0.1040330147
242	0.9815059445	0.1036784771
243	0.9815059445	0.1036245049
244	0.9815059445	0.1035444
245	0.9815059445	0.1032662144
246	0.9801849406	0.1031992606
247	0.9801849406	0.1024491388
248	0.9801849406	0.1024179007
249	0.9801849406	0.1023486235
250	0.9801849406	0.1021073952
251	0.9801849406	0.1016858132
252	0.9801849406	0.1013232823
253	0.9788639366	0.1007920068
254	0.9788639366	0.1007315834
255	0.9788639366	0.1003037953
256	0.9815059445	0.09953233343
257	0.9815059445	0.09887118134
258	0.9841479524	0.09843970595
259	0.9841479524	0.09818368256
260	0.9841479524	0.0979428479
261	0.9841479524	0.09762918623
262	0.9841479524	0.09746361388
263	0.9841479524	0.09715217756
264	0.9828269485	0.09583785222
265	0.9828269485	0.09547694917
266	0.9828269485	0.09526262361
267	0.9828269485	0.09524133377
268	0.9828269485	0.09522838782
269	0.9828269485	0.09501062458
270	0.9828269485	0.09493919332
271	0.9841479524	0.09449821741
272	0.9828269485	0.0939958467
273	0.9815059445	0.09381313961
274	0.9828269485	0.09341129121
275	0.9828269485	0.09306797739
276	0.9841479524	0.09302520673
277	0.9841479524	0.09301025009
278	0.9841479524	0.09299754123
279	0.9828269485	0.09256461045
280	0.9841479524	0.0923488481
281	0.9841479524	0.09194014031
282	0.9841479524	0.09181877439
283	0.9841479524	0.09179775347
284	0.9841479524	0.09174264184
285	0.9828269485	0.09081275509
286	0.9841479524	0.09013659167
287	0.9841479524	0.09006066846
288	0.9841479524	0.08990584616
289	0.9841479524	0.0897164858
290	0.9854689564	0.08901554063
291	0.9854689564	0.08899432955
292	0.9854689564	0.08890420951
293	0.9867899604	0.08861129945
294	0.9867899604	0.08829328902
295	0.9867899604	0.08810667776
296	0.9867899604	0.08807513239
297	0.9867899604	0.08782950236
298	0.9867899604	0.08680778418
299	0.9867899604	0.08641308667
300	0.9867899604	0.08638262901
301	0.9867899604	0.08624311284
302	0.9867899604	0.08589735656
303	0.9867899604	0.08531655921
304	0.9867899604	0.08511112973
305	0.9867899604	0.08490472089
306	0.9867899604	0.08479331049
307	0.9867899604	0.08474358416
308	0.9867899604	0.08455185224
309	0.9867899604	0.08441558963
310	0.9867899604	0.08410147574
311	0.9867899604	0.08407703862
312	0.9867899604	0.08361393435
313	0.9867899604	0.08360300366
314	0.9867899604	0.08349638546
315	0.9867899604	0.08330214086
316	0.9867899604	0.08315766454
317	0.9867899604	0.08306334945
318	0.9867899604	0.08297200177
319	0.9867899604	0.08293524422
320	0.9867899604	0.08292005308
321	0.9867899604	0.08289881946
322	0.9867899604	0.08278427323
323	0.9867899604	0.08263032691
324	0.9867899604	0.08239660781
325	0.9867899604	0.08196536857
326	0.9867899604	0.08159638429
327	0.9854689564	0.08077661687
328	0.9854689564	0.08076260475
329	0.9854689564	0.08067865095
330	0.9854689564	0.08046269894
331	0.9854689564	0.08034625556
332	0.9854689564	0.07992882648
333	0.9854689564	0.07960637753
334	0.9854689564	0.07882991969
335	0.9867899604	0.07866077742
336	0.9867899604	0.07864024631
337	0.9867899604	0.07815872861
338	0.9867899604	0.07807639836
339	0.9867899604	0.07806263598
340	0.9867899604	0.07799012877
341	0.9867899604	0.07795326048
342	0.9867899604	0.07775212389
343	0.9867899604	0.07774418799
344	0.9867899604	0.07752405411
345	0.9867899604	0.07743498369
346	0.9867899604	0.0773381421
347	0.9867899604	0.07728087645
348	0.9867899604	0.07722857895
349	0.9881109643	0.07665996402
350	0.9867899604	0.07657069496
351	0.9881109643	0.07634519891
352	0.9881109643	0.07604632469
353	0.9881109643	0.07570700787
354	0.9881109643	0.07518374072
355	0.9881109643	0.07443901601
356	0.9867899604	0.07326141319
357	0.9867899604	0.07308420872
358	0.9867899604	0.07304221296
359	0.9867899604	0.07261808016
360	0.9867899604	0.07258780624
361	0.9867899604	0.07251123941
362	0.9867899604	0.07244819032
363	0.9867899604	0.07207066825
364	0.9867899604	0.0719120075
365	0.9867899604	0.07143556803
366	0.9867899604	0.07138923023
367	0.9867899604	0.07119833119
368	0.9867899604	0.07107041713
369	0.9881109643	0.07095570341
370	0.9881109643	0.07083743384
371	0.9881109643	0.07081994242
372	0.9881109643	0.07070178382
373	0.9881109643	0.07069439863
374	0.9881109643	0.07057742901
375	0.9881109643	0.07055919095
376	0.9881109643	0.07045761964
377	0.9881109643	0.07040787417
378	0.9881109643	0.07016051706
379	0.9881109643	0.0701057849
380	0.9881109643	0.07003028074
381	0.9881109643	0.06990652655
382	0.9881109643	0.06974311432
383	0.9881109643	0.06963911411
384	0.9881109643	0.06963367902
385	0.9881109643	0.06878442581
386	0.9881109643	0.06870685426
387	0.9881109643	0.0685203905
388	0.9894319683	0.06820399701
389	0.9894319683	0.06815725801
390	0.9894319683	0.06803696256
391	0.9894319683	0.06798494022
392	0.9894319683	0.06792874702
393	0.9894319683	0.06789958814
394	0.9894319683	0.06780825988
395	0.9894319683	0.06780824905
396	0.9881109643	0.06776812732
397	0.9881109643	0.06769849464
398	0.9894319683	0.06760199837
399	0.9894319683	0.06758381918
400	0.9894319683	0.06717240441
401	0.9881109643	0.06670730819
402	0.9881109643	0.06653752047
403	0.9881109643	0.066386316
404	0.9881109643	0.0662847801
405	0.9881109643	0.06603284774
406	0.9881109643	0.06602620056
407	0.9881109643	0.06586313005
408	0.9881109643	0.06583737068
409	0.9881109643	0.06583301186
410	0.9881109643	0.0658275845
411	0.9881109643	0.06553423066
412	0.9881109643	0.06552921232
413	0.9881109643	0.06519503971
414	0.9881109643	0.06513933545
415	0.9881109643	0.06508370836
416	0.9881109643	0.06507990463
417	0.9881109643	0.06494403244
418	0.9881109643	0.06477193524
419	0.9881109643	0.06474570009
420	0.9881109643	0.0646904244
421	0.9881109643	0.06435664892
422	0.9881109643	0.06434098626
423	0.9881109643	0.06423838304
424	0.9881109643	0.06417679417
425	0.9881109643	0.06415487174
426	0.9881109643	0.06414316986
427	0.9881109643	0.06413954505
428	0.9881109643	0.06396574225
429	0.9881109643	0.06383512429
430	0.9881109643	0.06377330181
431	0.9881109643	0.06375030153
432	0.9881109643	0.06373279598
433	0.9881109643	0.0637280285
434	0.9881109643	0.0636822536
435	0.9881109643	0.06363601879
436	0.9881109643	0.06356713124
437	0.9881109643	0.06350320954
438	0.9881109643	0.06348245879
439	0.9881109643	0.06337418817
440	0.9881109643	0.06295996113
441	0.9881109643	0.06242226432
442	0.9881109643	0.06237085226
443	0.9881109643	0.06233697264
444	0.9881109643	0.06222751653
445	0.9881109643	0.06218079404
446	0.9881109643	0.06217430255
447	0.9881109643	0.06215389284
448	0.9881109643	0.06214128386
449	0.9881109643	0.0619836022
450	0.9881109643	0.0618701234
451	0.9881109643	0.0618699464
452	0.9881109643	0.06186506081
453	0.9881109643	0.0618608643
454	0.9881109643	0.061775048
455	0.9881109643	0.06111433572
456	0.9881109643	0.06084110436
457	0.9881109643	0.06067091867
458	0.9881109643	0.06066662294
459	0.9881109643	0.06058667443
460	0.9894319683	0.06016692637
461	0.9894319683	0.06013181726
462	0.9894319683	0.06011325843
463	0.9894319683	0.05968361736
464	0.9894319683	0.05963528819
465	0.9894319683	0.0596169882
466	0.9894319683	0.05949408583
467	0.9894319683	0.05949319218
468	0.9894319683	0.05948457659
469	0.9894319683	0.05938651627
470	0.9894319683	0.05935780765
471	0.9907529723	0.05924003923
472	0.9907529723	0.05916663912
473	0.9907529723	0.05912618105
474	0.9907529723	0.05884564807
475	0.9907529723	0.05876002684
476	0.9907529723	0.0587597664
477	0.9907529723	0.05871366664
478	0.9907529723	0.05871022378
479	0.9907529723	0.05844082307
480	0.9907529723	0.05840805641
481	0.9907529723	0.05838714586
482	0.9907529723	0.05822807402
483	0.9907529723	0.05786432225
484	0.9907529723	0.05779861828
485	0.9907529723	0.05770424569
486	0.9907529723	0.05770081234
487	0.9920739762	0.05729598575
488	0.9920739762	0.0571976708
489	0.9920739762	0.05710766141
490	0.9920739762	0.05702042298
491	0.9920739762	0.05681996562
492	0.9920739762	0.05678527887
493	0.9920739762	0.05669237429
494	0.9920739762	0.05649475535
495	0.9920739762	0.05637361557
496	0.9920739762	0.05631539225
497	0.9920739762	0.05629118293
498	0.9920739762	0.05604569902
499	0.9920739762	0.05585962472
500	0.9920739762	0.05561350241
501	0.9920739762	0.0556058426
502	0.9920739762	0.05548672666
503	0.9920739762	0.05538022092
504	0.9920739762	0.05532427756
505	0.9920739762	0.05520223712
506	0.9920739762	0.05498135987
507	0.9907529723	0.05464732282
508	0.9907529723	0.05439923743
509	0.9907529723	0.05392679041
510	0.9907529723	0.05390006608
511	0.9907529723	0.05376730063
512	0.9907529723	0.05359038392
513	0.9907529723	0.05358708741
514	0.9907529723	0.05333889115
515	0.9907529723	0.05332402454
516	0.9907529723	0.05331199799
517	0.9907529723	0.05327993365
518	0.9920739762	0.05316929986
519	0.9920739762	0.05316397939
520	0.9920739762	0.05306089753
521	0.9920739762	0.05303818522
522	0.9920739762	0.05300334188
523	0.9920739762	0.05299049299
524	0.9933949802	0.05230776601
525	0.9920739762	0.05207068748
526	0.9920739762	0.05196354232
527	0.9920739762	0.05191161921
528	0.9933949802	0.05180433435
529	0.9933949802	0.05172000745
530	0.9933949802	0.05163282974
531	0.9920739762	0.05150933691
532	0.9920739762	0.05145540569
533	0.9920739762	0.05143661408
534	0.9920739762	0.0512154461
535	0.9920739762	0.05115741942
536	0.9920739762	0.05098674242
537	0.9907529723	0.05091170415
538	0.9920739762	0.05076849517
539	0.9920739762	0.05075037424
540	0.9907529723	0.05043448318
541	0.9907529723	0.05033521092
542	0.9907529723	0.05031005127
543	0.9907529723	0.0501357115
544	0.9907529723	0.04983947247
545	0.9907529723	0.04960961256
546	0.9920739762	0.04953286625
547	0.9920739762	0.04945402739
548	0.9920739762	0.04937874516
549	0.9920739762	0.04931605499
550	0.9933949802	0.04909697535
551	0.9933949802	0.0487789877
552	0.9933949802	0.04870268022
553	0.9933949802	0.04864743449
554	0.9933949802	0.04847139988
555	0.9933949802	0.04844234539
556	0.9933949802	0.04832846309
557	0.9947159841	0.04801142392
558	0.9947159841	0.04797011435
559	0.9947159841	0.04793055902
560	0.9947159841	0.04792185801
561	0.9947159841	0.04788971989
562	0.9947159841	0.04786950723
563	0.9947159841	0.04784763665
564	0.9947159841	0.04775079237
565	0.9947159841	0.04768191536
566	0.9947159841	0.0475973877
567	0.9947159841	0.04756813764
568	0.9947159841	0.04752920651
569	0.9947159841	0.04745248303
570	0.9947159841	0.04734513079
571	0.9947159841	0.04731505654
572	0.9947159841	0.04730767846
573	0.9947159841	0.04727930002
574	0.9947159841	0.04724126029
575	0.9947159841	0.04722527167
576	0.9947159841	0.04721388191
577	0.9947159841	0.04719702317
578	0.9947159841	0.04706919507
579	0.9947159841	0.04686855041
580	0.9947159841	0.04670843449
581	0.9947159841	0.04667460696
582	0.9947159841	0.04666733944
583	0.9947159841	0.04661728316
584	0.9947159841	0.04659865624
585	0.9947159841	0.04659498639
586	0.9947159841	0.04656958853
587	0.9947159841	0.04647738296
588	0.9947159841	0.04643935405
589	0.9947159841	0.04628846301
590	0.9947159841	0.04623915731
591	0.9947159841	0.04605685475
592	0.9947159841	0.0459485067
593	0.9947159841	0.04584764913
594	0.9947159841	0.04583245886
595	0.9947159841	0.04581335563
596	0.9947159841	0.04580846852
597	0.9947159841	0.04577103475
598	0.9947159841	0.04558935423
599	0.9947159841	0.04554889535
600	0.9947159841	0.04553948472
601	0.9947159841	0.04553653014
602	0.9947159841	0.04553649223
603	0.9947159841	0.0453334409
604	0.9947159841	0.04531197644
605	0.9947159841	0.04515798384
606	0.9947159841	0.04513938377
607	0.9947159841	0.04501376077
608	0.9947159841	0.04497090009
609	0.9947159841	0.04491122147
610	0.9947159841	0.04490595808
611	0.9947159841	0.04489099265
612	0.9947159841	0.04487398904
613	0.9947159841	0.04484021051
614	0.9947159841	0.04483581897
615	0.9947159841	0.04483203257
616	0.9947159841	0.04481241412
617	0.9947159841	0.0447626281
618	0.9947159841	0.04475904768
619	0.9947159841	0.04469704113
620	0.9947159841	0.04466010687
621	0.9947159841	0.0446597868
622	0.9947159841	0.04463135452
623	0.9947159841	0.04460028546
624	0.9947159841	0.04459988897
625	0.9947159841	0.04452068575
626	0.9960369881	0.04430493122
627	0.9960369881	0.04407727408
628	0.9960369881	0.04395497928
629	0.9960369881	0.04393311945
630	0.9960369881	0.04392930689
631	0.9960369881	0.04389950879
632	0.9960369881	0.04389619588
633	0.9960369881	0.0438960924
634	0.9960369881	0.04380301651
635	0.9960369881	0.04380259874
636	0.9960369881	0.04370400296
637	0.9973579921	0.04364224911
638	0.9973579921	0.04363445876
639	0.9973579921	0.04339573414
640	0.9973579921	0.04339568031
641	0.9973579921	0.04324729408
642	0.9973579921	0.04303421174
643	0.9973579921	0.04302276177
644	0.9973579921	0.042671923
645	0.9973579921	0.04267180645
646	0.9973579921	0.04264673037
647	0.9973579921	0.04264670957
648	0.9973579921	0.04260070106
649	0.9973579921	0.04256385224
650	0.9973579921	0.04248359928
651	0.9973579921	0.04246959161
652	0.9973579921	0.0423969678
653	0.9973579921	0.04238851929
654	0.9973579921	0.04236835177
655	0.9973579921	0.04219725934
656	0.9973579921	0.04219060402
657	0.9973579921	0.04213378888
658	0.9973579921	0.04211391154
659	0.9973579921	0.04209464586
660	0.9973579921	0.0420782675
661	0.9973579921	0.04200904569
662	0.9973579921	0.04200881451
663	0.9973579921	0.04187205412
664	0.9973579921	0.04145682882
665	0.9973579921	0.04145677909
666	0.9973579921	0.041444142
667	0.9973579921	0.041426957
668	0.9973579921	0.04104168687
669	0.9973579921	0.04091086001
670	0.9973579921	0.04085879281
671	0.9973579921	0.04081840668
672	0.9973579921	0.04079554984
673	0.9973579921	0.04077178867
674	0.9973579921	0.04074471505
675	0.9973579921	0.04071176358
676	0.9973579921	0.04066992698
677	0.9973579921	0.04065483984
678	0.9973579921	0.04063840045
679	0.9973579921	0.04060276767
680	0.9973579921	0.04058629867
681	0.9973579921	0.04056657091
682	0.9973579921	0.04053244047
683	0.9973579921	0.04044599524
684	0.9973579921	0.0404408837
685	0.9973579921	0.04035624788
686	0.9973579921	0.04026237377
687	0.9973579921	0.04024241069
688	0.9973579921	0.04023301171
689	0.9973579921	0.04021724678
690	0.9973579921	0.04021722432
691	0.9973579921	0.04018061791
692	0.9973579921	0.04017201686
693	0.9973579921	0.04017055097
694	0.9973579921	0.04015837168
695	0.9973579921	0.04013134714
696	0.9973579921	0.04004468769
697	0.9973579921	0.03994914279
698	0.9973579921	0.03993770171
699	0.9973579921	0.03971156146
700	0.9973579921	0.03971155172
701	0.9973579921	0.03969509256
702	0.9973579921	0.03968635358
703	0.9973579921	0.0395814811
704	0.9973579921	0.03940969059
705	0.9973579921	0.03932286317
706	0.9973579921	0.03932252444
707	0.9973579921	0.03926619933
708	0.9973579921	0.03920416489
709	0.9973579921	0.03919832445
710	0.9973579921	0.03915686375
711	0.9973579921	0.03915677491
712	0.9973579921	0.03914409383
713	0.9973579921	0.03914407765
714	0.9973579921	0.03909857848
715	0.9973579921	0.0389759838
716	0.9973579921	0.03897484935
717	0.9973579921	0.0389655507
718	0.9973579921	0.03890148817
719	0.9973579921	0.03875520566
720	0.9973579921	0.03872320156
721	0.9973579921	0.03858135656
722	0.9973579921	0.03844722808
723	0.9973579921	0.03835233083
724	0.9973579921	0.03831704653
725	0.9973579921	0.03804600754
726	0.9973579921	0.03786524556
727	0.9973579921	0.03782042992
728	0.9973579921	0.03780596206
729	0.9973579921	0.0378031812
730	0.9973579921	0.03780294334
731	0.9973579921	0.0377559805
732	0.9973579921	0.03775561516
733	0.9973579921	0.03774328609
734	0.9973579921	0.03766395877
735	0.9973579921	0.03765422951
736	0.9973579921	0.03764528639
737	0.9973579921	0.03763621175
738	0.9973579921	0.03755420332
739	0.9973579921	0.03751636534
740	0.9973579921	0.03749875551
741	0.9973579921	0.03749724203
742	0.9973579921	0.037496956
743	0.9973579921	0.03749664262
744	0.9973579921	0.03749662974
745	0.9973579921	0.03746825407
746	0.9973579921	0.03746663517
747	0.9973579921	0.03741699339
748	0.9973579921	0.03730554758
749	0.9973579921	0.03723690362
750	0.9973579921	0.03722930344
751	0.9973579921	0.03713420074
752	0.9973579921	0.03698756444
753	0.9973579921	0.0369446379
754	0.9973579921	0.03689537696
755	0.9973579921	0.03680120157
756	0.9973579921	0.0367851125
757	0.9973579921	0.03677402617
758	0.9973579921	0.03664953303
759	0.9973579921	0.03662351617
760	0.9973579921	0.036548738
761	0.9973579921	0.03650143628
762	0.9973579921	0.03650141888
763	0.9973579921	0.03640768068
764	0.9973579921	0.03637495415
765	0.9973579921	0.03637478638
766	0.9973579921	0.03629536277
767	0.9973579921	0.03612998742
768	0.9973579921	0.03610366137
769	0.9973579921	0.03597114394
770	0.9973579921	0.03596338393
771	0.9973579921	0.03596331625
772	0.9973579921	0.03591372881
773	0.9973579921	0.03580684515
774	0.9973579921	0.0357756946
775	0.9973579921	0.03577362387
776	0.9973579921	0.03569929796
777	0.9973579921	0.03555990255
778	0.9973579921	0.03550213182
779	0.9973579921	0.03549670332
780	0.9973579921	0.03547478992
781	0.9973579921	0.03546766299
782	0.9973579921	0.03545981495
783	0.9973579921	0.03533441548
784	0.9973579921	0.03532151766
785	0.9973579921	0.03532123579
786	0.9973579921	0.0353183275
787	0.9973579921	0.03518979932
788	0.9973579921	0.03518891768
789	0.9973579921	0.03517829252
790	0.9973579921	0.03517824274
791	0.9973579921	0.03515336084
792	0.9973579921	0.0351394098
793	0.9973579921	0.03511201268
794	0.9973579921	0.03511201148
795	0.9973579921	0.03510279422
796	0.9973579921	0.03510278687
797	0.9973579921	0.03510266943
798	0.9973579921	0.03509623502
799	0.9973579921	0.03508852558
800	0.9973579921	0.03507797213
801	0.9973579921	0.0350697777
802	0.9973579921	0.03506966896
803	0.9973579921	0.03505808329
804	0.9973579921	0.03505227173
805	0.9973579921	0.03505211681
806	0.9973579921	0.03505046777
807	0.9973579921	0.03505043902
808	0.9973579921	0.03504974708
809	0.9973579921	0.03504958808
810	0.9973579921	0.03504237307
811	0.9973579921	0.03503101215
812	0.9973579921	0.03501443158
813	0.9973579921	0.03500965939
814	0.9973579921	0.0350058547
815	0.9973579921	0.03500579295
816	0.9973579921	0.03500577945
817	0.9973579921	0.03497521055
818	0.9973579921	0.03494933798
819	0.9973579921	0.03476070673
820	0.9973579921	0.03461016948
821	0.9973579921	0.03457888003
822	0.9973579921	0.03439865838
823	0.9973579921	0.03437656988
824	0.9973579921	0.03432764207
825	0.9973579921	0.03430805757
826	0.9973579921	0.03430495117
827	0.9973579921	0.03430488216
828	0.9973579921	0.03430486844
829	0.9973579921	0.03427511914
830	0.9973579921	0.03427506055
831	0.9973579921	0.03427493963
832	0.9973579921	0.03424866232
833	0.9973579921	0.03424602316
834	0.9973579921	0.03422150123
835	0.9973579921	0.03422142806
836	0.9973579921	0.03420857188
837	0.9973579921	0.0341334042
838	0.9973579921	0.03395496292
839	0.9973579921	0.03395049667
840	0.9973579921	0.03394958518
841	0.9973579921	0.03374753883
842	0.9973579921	0.0336768148
843	0.9973579921	0.03367681416
844	0.9973579921	0.0336672331
845	0.9973579921	0.03365686671
846	0.9973579921	0.03365686456
847	0.9973579921	0.03364921069
848	0.9973579921	0.03364918737
849	0.9973579921	0.03364909498
850	0.9973579921	0.03364269188
851	0.9973579921	0.03364267439
852	0.9973579921	0.03364106819
853	0.9973579921	0.03346993471
854	0.9973579921	0.03344680439
855	0.9973579921	0.03344504449
856	0.9973579921	0.03344503914
857	0.9973579921	0.03340580923
858	0.9973579921	0.03340552296
859	0.9973579921	0.03340550795
860	0.9973579921	0.03340550423
861	0.9973579921	0.03340249355
862	0.9973579921	0.03339225637
863	0.9973579921	0.03339224994
864	0.9973579921	0.03339059886
865	0.9973579921	0.03339047712
866	0.9973579921	0.03333412128
867	0.9973579921	0.03333371226
868	0.9973579921	0.03333349873
869	0.9973579921	0.03333301858
870	0.9973579921	0.03333246736
871	0.9973579921	0.03333096244
872	0.9973579921	0.03332532463
873	0.9973579921	0.03332036929
874	0.9973579921	0.03332035745
875	0.9973579921	0.03332030662
